id,unidade_1,unidade_2,unidade_3,rec,resultado,faltas,situacao,tipo_de_ensino,semestre,p4
KosTX9DoeYp7TKKhjPuYJg==,"1,1","1,1","0,0",-,"0,7",0,REP,REMOTO,2020_2,
iSk/OndzaiGOtVA7VZ96VA==,"7,5","7,5","7,4",-,"7,5",2,APR,REMOTO,2020_2,
0/vLy3FP4nCilzRpsrnypg==,"7,2","1,6","0,0",-,"2,9",36,REMF,REMOTO,2020_2,
A/c9pNPlHKN2YwBdurwqcg==,"8,0","8,0","6,4",-,"7,5",20,APR,REMOTO,2020_2,
vZpuT0rtNShxedip7Wb6AQ==,"1,1","0,0","0,0",-,"0,4",64,REMF,REMOTO,2020_2,
e3aGd0tqPq0huNCv4so9VA==,"6,2","3,1","5,5","2,0","4,9",12,REP,REMOTO,2020_2,"2,0"
UYCzfoCXMaf/N0TZQMnCfA==,"1,4","0,5","0,0",-,"0,6",48,REMF,REMOTO,2020_2,
g1MsvAz7WCCBOL+rPlQtog==,"10,0","10,0","10,0",-,"10,0",0,APR,REMOTO,2020_2,
FLGj30m+xYtNWwi7B6yWtg==,"8,3","6,0","10,0",-,"8,1",12,APR,REMOTO,2020_2,
ZYxfCY7A8rwtCdphqhsS8g==,"7,7","5,7","5,2",-,"6,2",6,APRN,REMOTO,2020_2,
DyKnX4Kix09cG2zpwUcAUQ==,"7,1","10,0","1,5","10,0","9,0",6,APR,REMOTO,2020_2,"10,0"
pX7KRgppr43SBuGLdXhIzA==,"3,3","0,0","0,0",-,"1,1",54,REMF,REMOTO,2020_2,
hoVIN/1lb4eqnxo1hzrjqg==,"4,4","4,6","0,0","0,0","3,0",20,REP,REMOTO,2020_2,"0,0"
UHAev7lLxRlUQYmQ5kMUgw==,"6,5","4,3","6,5",-,"5,8",12,APRN,REMOTO,2020_2,
AUdbc+v6PPYefY/fHBljpw==,"0,0","0,0","0,0",-,"0,0",84,REMF,REMOTO,2020_2,
J14qTwKFLngTvlNoyR/PPA==,"7,8","1,1","0,0",-,"3,0",44,REMF,REMOTO,2020_2,
eRh8LSspkqLJp/+xtytHkg==,"6,7","1,1","0,0",-,"2,6",0,REP,REMOTO,2020_2,
Xz01ULnioYwwYhTDkz0BJA==,"0,3","0,0","0,0",-,"0,1",66,REMF,REMOTO,2020_2,
vXjhffiGmcX/KaLrPRuGhw==,"0,0","0,0","0,0",-,"0,0",88,REMF,REMOTO,2020_2,
GMaG+PhkdTf22ld1QNgTfg==,"0,8","0,0","0,0",-,"0,3",72,REMF,REMOTO,2020_2,
5jNToe0H8ibmXQ7uFkS3Mw==,"1,6","1,6","0,0",-,"1,1",52,REMF,REMOTO,2020_2,
HhooazEj5IosLJGvUIbThQ==,"3,7","0,0","0,0",-,"1,2",50,REMF,REMOTO,2020_2,
zkJnLKAMo2WT547o6Ptq+Q==,"10,0","3,3","5,0",-,"6,1",0,APRN,REMOTO,2020_2,
YbnswDnn8LaJDry8hvoUkQ==,"1,7","1,7","0,0",-,"1,1",0,REP,REMOTO,2020_2,
DS3KddJ6uP3kLccJd83umg==,"0,0","0,0","0,0",-,"0,0",60,REMF,REMOTO,2020_2,
5Zh5xPkWi1end202RRYF7Q==,"7,7","6,8","8,0",-,"7,5",6,APR,REMOTO,2020_2,
AQjlLvyqcvRmFaJ5y1k0zw==,"5,4","6,4","10,0",-,"7,3",24,APR,REMOTO,2020_2,
2U/0eH3yc21tPbGS5Il4EA==,"9,3","3,5","6,0",-,"6,3",18,APRN,REMOTO,2020_2,
eTuOkJmfQVT2plm4y1FArQ==,"7,2","3,3","0,0","0,0","3,5",0,REP,REMOTO,2020_2,"0,0"
qYoHi6yxiG2XYigfILZ9Tw==,"9,5","9,5","0,0","10,0","9,7",20,APR,REMOTO,2020_2,"10,0"
OcpcBahUE1WnQooWT/n2yg==,"10,0","8,2","10,0",-,"9,4",0,APR,REMOTO,2020_2,
kcd+lGkMP4HFgD4kTVWbpw==,"4,7","0,6","0,0",-,"1,8",48,REMF,REMOTO,2020_2,
UqVOIP85f4BdbQNd9xGabw==,"3,6","0,0","0,0",-,"1,2",46,REMF,REMOTO,2020_2,
Lg4yO/t647dZE+UkqMN/uQ==,"5,4","5,4","7,3",-,"6,0",10,APRN,REMOTO,2020_2,
Fr0+XtDQtGL4DKvNuM/Kdg==,"0,0","0,0","0,0",-,"0,0",78,REMF,REMOTO,2020_2,
0Yc0yvuXp+Xf9nRScAWGaQ==,"1,1","0,6","0,0",-,"0,6",0,REP,REMOTO,2020_2,
rHa1gQR26TrWmD+VGADc+w==,"8,2","8,2","0,0","5,3","7,2",20,APR,REMOTO,2020_2,"5,3"
qPf9ZvccXsaG4VyFsl2LbQ==,"4,8","4,8","0,0","0,0","3,2",20,REP,REMOTO,2020_2,"0,0"
kg7dwtbsoo52uGN9+R0Uvg==,"6,6","6,6","7,3",-,"6,8",4,APRN,REMOTO,2020_2,
qipsWRdDwh/fLJbT6QbiNw==,"5,3","2,5","0,0",-,"2,6",22,REP,REMOTO,2020_2,
lgNu97yeqFC8ZfHERc0e9w==,"10,0","10,0","10,0",-,"10,0",0,APR,REMOTO,2020_2,
OgUjGQmXAFvRXMobjy5aEQ==,"6,2","6,2","7,3",-,"6,6",24,APRN,REMOTO,2020_2,
r8x/zOiI9x/ocvBhiHFEiQ==,"0,0","0,0","0,0",-,"0,0",0,REP,REMOTO,2020_2,
4SEAI2Lax6lLyzVyarst4g==,"10,0","9,5","10,0",-,"9,8",0,APR,REMOTO,2020_2,
tZHrQhbq9isVhBi8XA4uRQ==,"7,6","7,6","3,0",-,"6,1",10,APRN,REMOTO,2020_2,
5SXgtz52LUAH8X54ACLpkg==,"7,6","3,0","7,2",-,"5,9",18,APRN,REMOTO,2020_2,
s7JBm7/niR4LZKxqyhfcgA==,"8,9","5,2","7,9",-,"7,3",8,APR,REMOTO,2020_2,
k6+6PECJPcZ5Bka/ivnqLA==,"8,1","4,3","9,8",-,"7,4",6,APR,REMOTO,2020_2,
Z5oB7whBfv94tAR3TYH8MA==,"9,3","8,6","7,0",-,"8,3",0,APR,REMOTO,2020_2,
VcFw8BJUOyxAX3YeNCYJXw==,"0,0","0,0","0,0",-,"0,0",72,REMF,REMOTO,2020_2,
lcJY6RALF8MQjpESFnuB7A==,"1,7","0,9","0,0",-,"0,9",48,REMF,REMOTO,2020_2,
iqywWCUx5IntGnLCQQMf+g==,"10,0","1,1","8,5","3,4","7,3",0,APR,REMOTO,2020_2,"3,4"
H6kwF5/YjD+D/MWgxYYHFw==,"0,0","0,0","0,0",-,"0,0",84,REMF,REMOTO,2020_2,
TF1tF1ZsARKRxPUb8G44kw==,"9,0","8,2","7,0",-,"8,1",0,APR,REMOTO,2020_2,
L/Exe5paKZFsi00y4gLYSg==,"9,4","8,2","8,5",-,"8,7",0,APR,REMOTO,2020_2,
L3cO1Om20+TnBaHn3QZK6w==,"8,3","8,3","9,1",-,"8,6",12,APR,REMOTO,2020_2,
TgP52gbXb6AiArWofrT7Lw==,"2,9","0,9","0,0",-,"1,3",36,REMF,REMOTO,2020_2,
FexsH2mZU/vSO5c6PpymKw==,"0,4","0,4","0,0",-,"0,3",56,REMF,REMOTO,2020_2,
WrznMFHcZFoHMz607hs/Kg==,"10,0","5,7","8,0",-,"7,9",6,APR,REMOTO,2020_2,
Of6c8+J9t82XMXev12Y+fQ==,"7,6","7,6","7,2",-,"7,5",4,APR,REMOTO,2020_2,
mIA80ys1s0yjUnpUzqTV7w==,"1,0","0,0","0,0",-,"0,3",0,REP,REMOTO,2020_2,
MwlKxrpsyOmPfSKP4Ot/ow==,"9,0","3,3","0,0","0,0","4,1",10,REP,REMOTO,2020_2,"0,0"
Na/vzqUOZZBeEDzEp+SmFA==,"7,4","5,5","3,0",-,"5,3",0,APRN,REMOTO,2020_2,
xrwcxwcFwIR1xt7uTHNw/g==,"6,1","3,6","10,0",-,"6,6",12,APRN,REMOTO,2020_2,
BvNds70UrEXMbcyGt87kfA==,"0,0","0,0","0,0",-,"0,0",68,REMF,REMOTO,2020_2,
num/3CuMrXHl7sEHau2GdA==,"10,0","10,0","10,0",-,"10,0",8,APR,REMOTO,2020_2,
U9SH85xivPE/I5es+eLahg==,"1,8","0,0","0,0",-,"0,6",64,REMF,REMOTO,2020_2,
tkjNYPZSLNtRZmPlrcUQTA==,"4,8","5,2","5,4",-,"5,1",8,APRN,REMOTO,2020_2,
BOs7eNm0ppuVrjUUbj+r5Q==,"7,8","3,2","4,7",-,"5,2",25,APRN,REMOTO,2020_2,
Yd0+uf5S6aNkIXqZtyuYFg==,"6,4","0,0","0,0",-,"2,1",40,REMF,REMOTO,2020_2,
HKwtRxsiMQNisfGMfSSmBQ==,"10,0","5,3","10,0",-,"8,4",0,APR,REMOTO,2020_2,
u++eLoIqoGnqr62kiBJslg==,"5,5","0,0","0,0",-,"1,8",40,REMF,REMOTO,2020_2,
cG9DfijbhEQhPy4YPve3RA==,"9,1","4,5","10,0",-,"7,9",12,APR,REMOTO,2020_2,
D260Uo+2x56XS4Zdk0bhGw==,"4,3","3,6","0,0",-,"2,6",34,REMF,REMOTO,2020_2,
WZmzty4ff8lOXHuutfWKng==,"5,6","2,8","0,0",-,"2,8",0,REP,REMOTO,2020_2,
pylrRfjZMVnKUHpm+9PqmA==,"6,7","1,1","0,0",-,"2,6",0,REP,REMOTO,2020_2,
FvyXRV5EwOj7HV15VkrRjw==,"2,9","0,0","0,0",-,"1,0",60,REMF,REMOTO,2020_2,
FwvUhl4VwVV2itEJVDCX8w==,"10,0","10,0","10,0",-,"10,0",14,APR,REMOTO,2020_2,
y3Gwfm313OgPH1Odw6UQCw==,"9,4","1,3","0,0",-,"3,6",40,REMF,REMOTO,2020_2,
WKRexOPYpih1682XOfMXoA==,"4,6","1,6","0,0",-,"2,1",22,REP,REMOTO,2020_2,
ezMgrQsoqp2GDuceHhbuUg==,"0,0","0,0","0,0",-,"0,0",72,REMF,REMOTO,2020_2,
cisGEXXHihbS+7Ur8QmP6w==,"10,0","3,2","0,0","0,0","4,4",24,REP,REMOTO,2020_2,"0,0"
te09mPMluFJjKg9acaem7g==,"2,1","2,1","0,0",-,"1,4",70,REMF,REMOTO,2020_2,
K6Ik9vidXdyzW6ome4Wy0A==,"2,3","0,0","0,0",-,"0,8",58,REMF,REMOTO,2020_2,
X2l1XfVnNaD6E2cSZ+h16A==,"0,0","0,0","0,0",-,"0,0",84,REMF,REMOTO,2020_2,
9zIykKXiz69Gh92znqb8XQ==,"2,2","1,1","0,0",-,"1,1",0,REP,REMOTO,2020_2,
VIZaAB8DufV0nniN0vSnsQ==,"4,0","2,4","0,0",-,"2,1",28,REMF,REMOTO,2020_2,
k3e6ApoM+SdK814czJECwA==,"0,1","0,0","0,0",-,"0,0",66,REMF,REMOTO,2020_2,
AwnCbOcje9K7kEBu46VTVA==,"5,5","0,0","0,0",-,"1,8",0,REP,REMOTO,2021_1,
1Q+wTI8GwuFX/IYXrv701w==,"9,0","6,7","9,0",-,"8,2",0,APR,REMOTO,2021_1,
r8bsCO4gKfTm3MPbiDxM6Q==,"6,9","5,3","0,0","5,0","5,7",0,APR,REMOTO,2021_1,"5,0"
YWqw2PEn0ZKAqFPyswz2Xg==,"1,1","0,0","0,0",-,"0,4",70,REMF,REMOTO,2021_1,
blGONsC1ayuayIilDsJNGA==,"10,0","8,5","9,0",-,"9,2",0,APR,REMOTO,2021_1,
lvg1hsTaxpW2nz6+X2cvnQ==,"4,4","1,2","0,0",-,"1,9",70,REMF,REMOTO,2021_1,
N3pnYoKpB4SF63RcGtsSQw==,"0,0","0,0","0,0",-,"0,0",0,REP,REMOTO,2021_1,
G3RtdPIgrCri2kI3FFCYpA==,"5,1","3,6","7,5",-,"5,4",24,APRN,REMOTO,2021_1,
2fUqSV7jLrE9hLs00/f9hQ==,"8,3","0,9","0,0",-,"3,1",46,REMF,REMOTO,2021_1,
GeTqU5gn1DBT0v70k3jxCQ==,"8,4","6,3","10,0",-,"8,2",0,APR,REMOTO,2021_1,
jDWLeicGP7cXrQPG+tUm/Q==,"9,0","3,2","0,0","3,0","5,1",22,APR,REMOTO,2021_1,"3,0"
RVlqx6bTmMh0AUtJ7cEZvQ==,"5,5","0,0","0,0",-,"1,8",0,REP,REMOTO,2021_1,
L6ArhiDEw+3NxgFJHWVkwQ==,"7,0","4,5","6,0",-,"5,8",6,APRN,REMOTO,2021_1,
qSbS8pEFQTkJcSJK8CnOyg==,"6,8","4,4","7,0",-,"6,1",26,APRN,REMOTO,2021_1,
mGTv4EpAt5z/IKhHO4u+wg==,"8,6","4,6","6,0",-,"6,4",12,APRN,REMOTO,2021_1,
GrzjH073ZyUX3LPjt47Q4g==,"7,3","3,0","4,7",-,"5,0",18,REC,REMOTO,2021_1,
BCIf+2T0dAb6ocFBPjnEGw==,"10,0","7,1","7,5",-,"8,2",0,APR,REMOTO,2021_1,
Ny5TxwtfFvLYUy9xh5mDeQ==,"3,1","0,0","0,0",-,"1,0",0,REP,REMOTO,2021_1,
Bdv3ttTSsym8jEDHGY+UQA==,"9,5","4,0","10,0",-,"7,8",6,APR,REMOTO,2021_1,
jt93ueBLZWCVq/+0uYZ/GA==,"7,4","0,0","0,0",-,"2,5",0,REP,REMOTO,2021_1,
UifRoQ/BiffqyMErSXlpqg==,"8,8","0,0","7,0","7,0","7,6",0,APR,REMOTO,2021_1,"7,0"
1edEMhVVbRB2s/A+Y3BgKg==,"1,0","0,0","0,0",-,"0,3",0,REP,REMOTO,2021_1,
fRQgEKxTMuYX8D0GT19NvQ==,"0,0","0,0","0,0",-,"0,0",0,REP,REMOTO,2021_1,
65sPmUkCAKwk5lfUlyhCAA==,"0,5","0,0","0,0",-,"0,2",76,REMF,REMOTO,2021_1,
lDg7IpPr3AQqm4tiDbwIAw==,"0,0","0,0","0,0",-,"0,0",88,REMF,REMOTO,2021_1,
i0tFwNY1yHFm1WGorBwmKg==,"10,0","4,5","9,0",-,"7,8",12,APR,REMOTO,2021_1,
LHYXsF+Agc/Dh59ahhYR5g==,"0,0","0,0","0,0",-,"0,0",0,REP,REMOTO,2021_1,
SN445+JOWrPOloYTxqpzOg==,"10,0","8,5","9,2",-,"9,2",0,APR,REMOTO,2021_1,
+qRTFo3+Cmb7ktmWUVN3QA==,"0,0","0,0","0,0",-,"0,0",0,REP,REMOTO,2021_1,
WLK9/Fshp+BWNo81sBVrcg==,"3,9","2,4","3,0","0,0","3,1",24,REP,REMOTO,2021_1,"0,0"
1x57/flbDArZXnP6yyG9dw==,"10,0","6,3","9,5",-,"8,6",6,APR,REMOTO,2021_1,
DVW81fyDZ2Z2pIlHxHGkKA==,"5,8","0,0","0,0",-,"1,9",0,REP,REMOTO,2021_1,
A1QUZ1Yk0h3cn0kb888eyA==,"6,4","7,7","9,0",-,"7,7",0,APR,REMOTO,2021_1,
FqmXOVLOQN9RtKZVlt+wwQ==,"6,0","0,5","0,0",-,"2,2",52,REMF,REMOTO,2021_1,
htNfy0yc+G3nfyyAqvy/SQ==,"6,3","3,0","8,0",-,"5,8",24,APRN,REMOTO,2021_1,
tJjxWh9zpxnk5rK28jjukg==,"0,0","0,0","0,0",-,"0,0",0,REP,REMOTO,2021_1,
HxaILLWUdM0wzVFWj1R5pQ==,"0,0","0,0","0,0",-,"0,0",0,REP,REMOTO,2021_1,
NDEBdfM+nF6KliffRQxINw==,"8,9","5,9","6,0",-,"6,9",4,APRN,REMOTO,2021_1,
E7yy5tjjYGP/T6GkmFwPfg==,"0,0","0,0","0,0",-,"0,0",88,REMF,REMOTO,2021_1,
43ZOWCPFyUGu9BK1+cBOQw==,"0,0","0,0","0,0",-,"0,0",0,REP,REMOTO,2021_1,
+I7ds3+j97bEl74qYmx+Fg==,"3,9","0,0","0,0",-,"1,3",64,REMF,REMOTO,2021_1,
lHjE+zuWtw9aFPR7JIGZzg==,"3,3","0,0","0,0",-,"1,1",76,REMF,REMOTO,2021_1,
mU9fG/GTH5de4aEqfmW+3A==,"10,0","10,0","10,0",-,"10,0",0,APR,REMOTO,2021_1,
1oEUw6kR6J4XQbteNKPO7w==,"1,5","0,0","0,0",-,"0,5",0,REP,REMOTO,2021_1,
58KziqzXf3XuRYROac3oBQ==,"8,8","5,5","4,0",-,"6,1",0,APRN,REMOTO,2021_1,
4OigKQF3wbovM9nGM/HEtg==,"1,5","0,0","0,0",-,"0,5",0,REP,REMOTO,2021_1,
v53tB7UFjG+oOa0dq8ia/g==,"10,0","7,8","10,0",-,"9,3",0,APR,REMOTO,2021_1,
5U9CZs+mut2TErybGGVAAA==,"9,0","7,4","9,5",-,"8,6",6,APR,REMOTO,2021_1,
gHT5L9uYHXT/WJIYNGW4gw==,"2,5","0,0","0,0",-,"0,8",0,REP,REMOTO,2021_1,
Cvtj43IV0E50X+x/yzPDAQ==,"0,5","0,0","0,0",-,"0,2",76,REMF,REMOTO,2021_1,
L7jCh4VyJL5Al91YCnHPbg==,"3,8","0,0","0,0",-,"1,3",70,REMF,REMOTO,2021_1,
2IFF2kIVgUbOEnlAoQeguQ==,"0,8","0,0","0,0",-,"0,3",70,REMF,REMOTO,2021_1,
IU39+S217NdHOxzeyOrh4w==,"7,3","4,0","7,5",-,"6,3",6,APRN,REMOTO,2021_1,
TozCCRLl6LHLHNIh79/+ZA==,"1,8","0,0","0,0",-,"0,6",0,REP,REMOTO,2021_1,
IaN5QYrmAWsNiY0mZPR0qQ==,"9,4","5,2","8,0",-,"7,5",0,APR,REMOTO,2021_1,
xo8Wn4p/VRGuCQqnYA2ATw==,"10,0","8,8","10,0",-,"9,6",0,APR,REMOTO,2021_1,
XF480lzQHLnsJvK4VTNKEA==,"7,0","0,0","0,0",-,"2,3",58,REMF,REMOTO,2021_1,
73KI5i0OYN42/Zz6gRzHlw==,"10,0","9,3","10,0",-,"9,8",0,APR,REMOTO,2021_1,
pEchtSuNZO5hTFaM2HG9ew==,"9,8","2,8","10,0",-,"7,5",12,APR,REMOTO,2021_1,
5dtfn5YkJqV3fGVtrcaZwA==,"10,0","8,5","8,5",-,"9,0",6,APR,REMOTO,2021_1,
CSWVnZAx1w6ejHnfAfq+Gw==,"10,0","10,0","10,0",-,"10,0",0,APR,REMOTO,2021_1,
O39zowNxrO+1LVubAn9cJw==,"10,0","8,2","10,0",-,"9,4",4,APR,REMOTO,2021_1,
kIJLslvBbZnx0Voawrg5mA==,"9,9","0,6","0,0",-,"3,5",54,REMF,REMOTO,2021_1,
S/gil/eUZw05zzfIukZv/Q==,"9,4","0,2","0,0",-,"3,2",60,REMF,REMOTO,2021_1,
ZilxyR9Qb/GXoZtY8+PUMQ==,"8,5","1,9","0,0",-,"3,5",46,REMF,REMOTO,2021_1,
/wQ3sFh8orFVmfwM5q5kcg==,"0,6","0,0","0,0",-,"0,2",86,REMF,REMOTO,2021_1,
0ljRRkH5CDBJp2jmqUBM3A==,"3,5","5,5","0,0","7,0","5,3",0,APR,REMOTO,2021_1,"7,0"
AL+K9iSN58pRXw+zrNdFXA==,"3,3","0,0","0,0",-,"1,1",80,REMF,REMOTO,2021_1,
KosTX9DoeYp7TKKhjPuYJg==,"9,5","4,4","6,0",-,"6,6",6,APRN,REMOTO,2021_1,
oxMqys39v4Q8RuVRFk0B/A==,"8,9","5,9","8,0",-,"7,6",6,APR,REMOTO,2021_1,
0/vLy3FP4nCilzRpsrnypg==,"10,0","8,8","10,0",-,"9,6",12,APR,REMOTO,2021_1,
e3aGd0tqPq0huNCv4so9VA==,"10,0","8,5","9,0",-,"9,2",0,APR,REMOTO,2021_1,
8ZLgemvxPvjJhlgqA/gN8g==,"10,0","9,4","10,0",-,"9,8",12,APR,REMOTO,2021_1,
pX7KRgppr43SBuGLdXhIzA==,"0,0","0,0","0,0",-,"0,0",0,REP,REMOTO,2021_1,
qbIG9dm8kb4ov+xtk3uuCA==,"0,0","0,0","0,0",-,"0,0",0,REP,REMOTO,2021_1,
eRh8LSspkqLJp/+xtytHkg==,"4,2","3,6","0,0",-,"2,6",54,REMF,REMOTO,2021_1,
5jNToe0H8ibmXQ7uFkS3Mw==,"1,1","1,2","0,0",-,"0,8",44,REMF,REMOTO,2021_1,
DS3KddJ6uP3kLccJd83umg==,"0,0","0,0","0,0",-,"0,0",0,REP,REMOTO,2021_1,
LsyzZdalH5wXkr5QNMnPlA==,"6,7","5,0","3,0","0,0","4,9",8,REP,REMOTO,2021_1,"0,0"
hda7IQfp5kT8LnSDFI39tw==,"10,0","3,8","7,0",-,"6,9",0,APRN,REMOTO,2021_1,
eTuOkJmfQVT2plm4y1FArQ==,"9,9","4,0","0,0",-,"4,6",28,REMF,REMOTO,2021_1,
CiSJcUEL745NALP+i14AZg==,"0,3","0,0","0,0",-,"0,1",90,REMF,REMOTO,2021_1,
fidUJAFAdrFua8MrvOB5ow==,"8,2","2,8","7,0","7,0","7,4",0,APR,REMOTO,2021_1,"7,0"
1ofNvY4uO5moOF7FrI5TGA==,"0,0","0,0","0,0",-,"0,0",90,REMF,REMOTO,2021_1,
tQV6iAvlbQ0Wu27s36K5Yg==,"4,0","0,0","0,0",-,"1,3",70,REMF,REMOTO,2021_1,
0Yc0yvuXp+Xf9nRScAWGaQ==,"0,0","0,0","0,0",-,"0,0",90,REMF,REMOTO,2021_1,
qPf9ZvccXsaG4VyFsl2LbQ==,"8,8","4,8","10,0",-,"7,9",6,APR,REMOTO,2021_1,
r8x/zOiI9x/ocvBhiHFEiQ==,"0,0","0,0","0,0",-,"0,0",90,REMF,REMOTO,2021_1,
uOAK03L+NYSHyYxMIMqM3A==,"0,0","0,0","0,0",-,"0,0",0,REP,REMOTO,2021_1,
GufnBYRPeD05LgJwuar0wg==,"5,0","0,0","0,0",-,"1,7",72,REMF,REMOTO,2021_1,
VcFw8BJUOyxAX3YeNCYJXw==,"0,0","0,0","0,0",-,"0,0",90,REMF,REMOTO,2021_1,
lcJY6RALF8MQjpESFnuB7A==,"9,4","5,9","8,5",-,"7,9",6,APR,REMOTO,2021_1,
twi6LxT16Tcjtr3vCFHoYw==,"1,5","0,0","0,0",-,"0,5",0,REP,REMOTO,2021_1,
FexsH2mZU/vSO5c6PpymKw==,"9,5","4,9","10,0",-,"8,1",0,APR,REMOTO,2021_1,
yzNk9N79otGOgzIZXmRVdQ==,"9,9","8,8","10,0",-,"9,6",6,APR,REMOTO,2021_1,
dhOW9iU6lgI9UXRZ11edbA==,"7,0","5,0","10,0",-,"7,3",12,APR,REMOTO,2021_1,
CtxgsZ6eMVQ9dJN07BZgJw==,"10,0","8,4","10,0",-,"9,5",0,APR,REMOTO,2021_1,
mIA80ys1s0yjUnpUzqTV7w==,"6,7","0,0","0,0",-,"2,2",62,REMF,REMOTO,2021_1,
MwlKxrpsyOmPfSKP4Ot/ow==,"9,5","6,5","8,5",-,"8,2",0,APR,REMOTO,2021_1,
4iYuM/B9eWO/mtqxlMvyEA==,"0,0","0,0","0,0",-,"0,0",0,REP,REMOTO,2021_1,
RjboUDa2oPUTiRyjcoS7UA==,"1,1","0,0","0,0",-,"0,4",86,REMF,REMOTO,2021_1,
U9SH85xivPE/I5es+eLahg==,"4,2","0,0","0,0",-,"1,4",0,REP,REMOTO,2021_1,
r4yCiJeHEh1bL3cKtyBGhQ==,"0,0","0,0","0,0",-,"0,0",0,REP,REMOTO,2021_1,
JmZsj9vOBCN+CcImjnQyIw==,"6,7","0,0","0,0",-,"2,2",70,REMF,REMOTO,2021_1,
u++eLoIqoGnqr62kiBJslg==,"8,9","2,4","0,0","3,0","4,8",24,REP,REMOTO,2021_1,"3,0"
ugUu9nTwnTkLKRTg7034Zg==,"8,0","0,0","0,0",-,"2,7",0,REP,REMOTO,2021_1,
D260Uo+2x56XS4Zdk0bhGw==,"6,6","5,3","0,0","9,0","7,0",0,APR,REMOTO,2021_1,"9,0"
WZmzty4ff8lOXHuutfWKng==,"8,3","4,1","7,5",-,"6,6",0,APRN,REMOTO,2021_1,
pylrRfjZMVnKUHpm+9PqmA==,"10,0","6,5","8,0",-,"8,2",2,APR,REMOTO,2021_1,
WKRexOPYpih1682XOfMXoA==,"0,6","0,0","0,0",-,"0,2",70,REMF,REMOTO,2021_1,
ezMgrQsoqp2GDuceHhbuUg==,"2,2","0,0","0,0",-,"0,7",64,REMF,REMOTO,2021_1,
75nk5lZ6PfrrOMaeniVQHQ==,"0,0","0,0","0,0",-,"0,0",0,REP,REMOTO,2021_1,
cisGEXXHihbS+7Ur8QmP6w==,"10,0","7,6","6,0",-,"7,9",2,APR,REMOTO,2021_1,
/KAI3vz94LYk12znLPjAGw==,"6,1","0,0","0,0",-,"2,0",70,REMF,REMOTO,2021_1,
te09mPMluFJjKg9acaem7g==,"0,0","0,0","0,0",-,"0,0",88,REMF,REMOTO,2021_1,
9zIykKXiz69Gh92znqb8XQ==,"0,0","0,0","0,0",-,"0,0",0,REP,REMOTO,2021_1,
aDAINmZoh0s3xelD1J2+1A==,"0,0","0,0","0,0",-,"0,0",88,REMF,REMOTO,2021_1,